record_id,dataset_version,collection_status,source_type,reference_title,reference_authors,reference_year,reference_doi,reference_url,data_extraction_note,solid_name,solid_family,solid_substrate,surface_treatment,surface_treatment_detail,coating_or_layer,surface_state,roughness_Ra_nm,roughness_Rq_nm,roughness_r_factor,solid_total_surface_energy_mJ_m2,solid_dispersion_mJ_m2,solid_polar_mJ_m2,solid_LW_mJ_m2,solid_acid_plus_mJ_m2,solid_base_minus_mJ_m2,solid_surface_energy_source,solid_surface_energy_source_type,liquid_name,liquid_family,liquid_total_surface_tension_mN_m,liquid_dispersion_mN_m,liquid_polar_mN_m,liquid_LW_mN_m,liquid_acid_plus_mN_m,liquid_base_minus_mN_m,liquid_viscosity_mPa_s,liquid_dipole_moment_D,liquid_dielectric_constant,liquid_property_source,temperature_K,humidity_percent,pressure_atm,contact_angle_deg,contact_angle_type,measurement_method,droplet_volume_uL,replicates_n,contact_angle_std_deg,contact_angle_min_deg,contact_angle_max_deg,is_equilibrium_angle,sample_preparation_notes,quality_grade,include_in_training,split_group,duplicate_group_id,conflict_flag,curation_date,analysis_split,source_group_id,duplicate_policy
CA0046,v3.4,extracted,database,Legacy database record without row-level public DOI,Legacy compilation,2026,,,legacy literature-derived/project-internal source; no row-level DOI available,PTFE,polymer,,unknown,existing project typical literature-derived value; original script does not specify treatment,,smooth,,,,18.5,18.5,0,,,,project/default or same source when available,assumed_or_estimated,diiodomethane,nonpolar,50.8,48.5,2.3,48.5,0,0,2.8,1,5.3,standard literature values at approximately 20-25 C unless source reports otherwise,298.15,,1,88,static,sessile_drop,,,,,,unknown,,C_low,review,unassigned,,unclear_condition,2026-05-18,excluded_review,SRC023,unique_or_condition_distinct_keep
CA0047,v3.4,extracted,database,Legacy database record without row-level public DOI,Legacy compilation,2026,,,legacy literature-derived/project-internal source; no row-level DOI available,PDMS,polymer,,unknown,existing project typical literature-derived value; original script does not specify treatment,,smooth,,,,22,22,0,,,,project/default or same source when available,assumed_or_estimated,diiodomethane,nonpolar,50.8,48.5,2.3,48.5,0,0,2.8,1,5.3,standard literature values at approximately 20-25 C unless source reports otherwise,298.15,,1,82,static,sessile_drop,,,,,,unknown,,C_low,review,unassigned,,unclear_condition,2026-05-18,excluded_review,SRC023,unique_or_condition_distinct_keep
CA0048,v3.4,extracted,database,Legacy database record without row-level public DOI,Legacy compilation,2026,,,legacy literature-derived/project-internal source; no row-level DOI available,FEP,polymer,,unknown,existing project typical literature-derived value; original script does not specify treatment,,smooth,,,,16,16,0,,,,project/default or same source when available,assumed_or_estimated,diiodomethane,nonpolar,50.8,48.5,2.3,48.5,0,0,2.8,1,5.3,standard literature values at approximately 20-25 C unless source reports otherwise,298.15,,1,90,static,sessile_drop,,,,,,unknown,,C_low,review,unassigned,,unclear_condition,2026-05-18,excluded_review,SRC023,unique_or_condition_distinct_keep
CA0049,v3.4,extracted,database,Legacy database record without row-level public DOI,Legacy compilation,2026,,,legacy literature-derived/project-internal source; no row-level DOI available,PTFE,polymer,,unknown,existing project typical literature-derived value; original script does not specify treatment,,smooth,,,,18.5,18.5,0,,,,project/default or same source when available,assumed_or_estimated,ethylene glycol,polar,48,29,19,29,1.92,47,16.1,2.28,37,standard literature values at approximately 20-25 C unless source reports otherwise,298.15,,1,98,static,sessile_drop,,,,,,unknown,,C_low,review,unassigned,,unclear_condition,2026-05-18,excluded_review,SRC023,unique_or_condition_distinct_keep
CA0050,v3.4,extracted,database,Legacy database record without row-level public DOI,Legacy compilation,2026,,,legacy literature-derived/project-internal source; no row-level DOI available,PDMS,polymer,,unknown,existing project typical literature-derived value; original script does not specify treatment,,smooth,,,,22,22,0,,,,project/default or same source when available,assumed_or_estimated,ethylene glycol,polar,48,29,19,29,1.92,47,16.1,2.28,37,standard literature values at approximately 20-25 C unless source reports otherwise,298.15,,1,95,static,sessile_drop,,,,,,unknown,,C_low,review,unassigned,,unclear_condition,2026-05-18,excluded_review,SRC023,unique_or_condition_distinct_keep
CA0051,v3.4,extracted,database,Legacy database record without row-level public DOI,Legacy compilation,2026,,,legacy literature-derived/project-internal source; no row-level DOI available,FEP,polymer,,unknown,existing project typical literature-derived value; original script does not specify treatment,,smooth,,,,16,16,0,,,,project/default or same source when available,assumed_or_estimated,ethylene glycol,polar,48,29,19,29,1.92,47,16.1,2.28,37,standard literature values at approximately 20-25 C unless source reports otherwise,298.15,,1,100,static,sessile_drop,,,,,,unknown,,C_low,review,unassigned,,unclear_condition,2026-05-18,excluded_review,SRC023,unique_or_condition_distinct_keep
CA0052,v3.4,extracted,database,Legacy database record without row-level public DOI,Legacy compilation,2026,,,legacy literature-derived/project-internal source; no row-level DOI available,PS,polymer,,unknown,existing project typical literature-derived value; original script does not specify treatment,,smooth,,,,35,32,3,,,,project/default or same source when available,assumed_or_estimated,water,polar,72.8,21.8,51,21.8,25.5,25.5,0.89,1.85,78.4,standard literature values at approximately 20-25 C unless source reports otherwise,298.15,,1,85,static,sessile_drop,,,,,,unknown,,C_low,review,unassigned,,unclear_condition,2026-05-18,excluded_review,SRC023,unique_or_condition_distinct_keep
CA0053,v3.4,extracted,database,Legacy database record without row-level public DOI,Legacy compilation,2026,,,legacy literature-derived/project-internal source; no row-level DOI available,PE,polymer,,unknown,existing project typical literature-derived value; original script does not specify treatment,,smooth,,,,33,32,1,,,,project/default or same source when available,assumed_or_estimated,water,polar,72.8,21.8,51,21.8,25.5,25.5,0.89,1.85,78.4,standard literature values at approximately 20-25 C unless source reports otherwise,298.15,,1,95,static,sessile_drop,,,,,,unknown,,C_low,review,unassigned,,unclear_condition,2026-05-18,excluded_review,SRC023,unique_or_condition_distinct_keep
CA0054,v3.4,extracted,database,Legacy database record without row-level public DOI,Legacy compilation,2026,,,legacy literature-derived/project-internal source; no row-level DOI available,PP,polymer,,unknown,existing project typical literature-derived value; original script does not specify treatment,,smooth,,,,30,29.5,0.5,,,,project/default or same source when available,assumed_or_estimated,water,polar,72.8,21.8,51,21.8,25.5,25.5,0.89,1.85,78.4,standard literature values at approximately 20-25 C unless source reports otherwise,298.15,,1,98,static,sessile_drop,,,,,,unknown,,C_low,review,unassigned,,unclear_condition,2026-05-18,excluded_review,SRC023,unique_or_condition_distinct_keep
CA0055,v3.4,extracted,database,Legacy database record without row-level public DOI,Legacy compilation,2026,,,legacy literature-derived/project-internal source; no row-level DOI available,PB,polymer,,unknown,existing project typical literature-derived value; original script does not specify treatment,,unknown,,,,32,31,1,,,,project/default or same source when available,assumed_or_estimated,water,polar,72.8,21.8,51,21.8,25.5,25.5,0.89,1.85,78.4,standard literature values at approximately 20-25 C unless source reports otherwise,298.15,,1,94,static,sessile_drop,,,,,,unknown,,C_low,review,unassigned,,unclear_condition,2026-05-18,excluded_review,SRC023,unique_or_condition_distinct_keep
CA0056,v3.4,extracted,database,Legacy database record without row-level public DOI,Legacy compilation,2026,,,legacy literature-derived/project-internal source; no row-level DOI available,PIB,polymer,,unknown,existing project typical literature-derived value; original script does not specify treatment,,unknown,,,,32,31,1,,,,project/default or same source when available,assumed_or_estimated,water,polar,72.8,21.8,51,21.8,25.5,25.5,0.89,1.85,78.4,standard literature values at approximately 20-25 C unless source reports otherwise,298.15,,1,96,static,sessile_drop,,,,,,unknown,,C_low,review,unassigned,,unclear_condition,2026-05-18,excluded_review,SRC023,unique_or_condition_distinct_keep
CA0057,v3.4,extracted,database,Legacy database record without row-level public DOI,Legacy compilation,2026,,,legacy literature-derived/project-internal source; no row-level DOI available,BR,polymer,,unknown,existing project typical literature-derived value; original script does not specify treatment,,unknown,,,,31,30,1,,,,project/default or same source when available,assumed_or_estimated,water,polar,72.8,21.8,51,21.8,25.5,25.5,0.89,1.85,78.4,standard literature values at approximately 20-25 C unless source reports otherwise,298.15,,1,95,static,sessile_drop,,,,,,unknown,,C_low,review,unassigned,,unclear_condition,2026-05-18,excluded_review,SRC023,unique_or_condition_distinct_keep
CA0058,v3.4,extracted,database,Legacy database record without row-level public DOI,Legacy compilation,2026,,,legacy literature-derived/project-internal source; no row-level DOI available,PS,polymer,,unknown,existing project typical literature-derived value; original script does not specify treatment,,smooth,,,,35,32,3,,,,project/default or same source when available,assumed_or_estimated,ethylene glycol,polar,48,29,19,29,1.92,47,16.1,2.28,37,standard literature values at approximately 20-25 C unless source reports otherwise,298.15,,1,72,static,sessile_drop,,,,,,unknown,,C_low,review,unassigned,,unclear_condition,2026-05-18,excluded_review,SRC023,unique_or_condition_distinct_keep
CA0059,v3.4,extracted,database,Legacy database record without row-level public DOI,Legacy compilation,2026,,,legacy literature-derived/project-internal source; no row-level DOI available,PE,polymer,,unknown,existing project typical literature-derived value; original script does not specify treatment,,smooth,,,,33,32,1,,,,project/default or same source when available,assumed_or_estimated,ethylene glycol,polar,48,29,19,29,1.92,47,16.1,2.28,37,standard literature values at approximately 20-25 C unless source reports otherwise,298.15,,1,82,static,sessile_drop,,,,,,unknown,,C_low,review,unassigned,,unclear_condition,2026-05-18,excluded_review,SRC023,unique_or_condition_distinct_keep
CA0060,v3.4,extracted,database,Legacy database record without row-level public DOI,Legacy compilation,2026,,,legacy literature-derived/project-internal source; no row-level DOI available,PP,polymer,,unknown,existing project typical literature-derived value; original script does not specify treatment,,smooth,,,,30,29.5,0.5,,,,project/default or same source when available,assumed_or_estimated,ethylene glycol,polar,48,29,19,29,1.92,47,16.1,2.28,37,standard literature values at approximately 20-25 C unless source reports otherwise,298.15,,1,85,static,sessile_drop,,,,,,unknown,,C_low,review,unassigned,,unclear_condition,2026-05-18,excluded_review,SRC023,unique_or_condition_distinct_keep
CA0061,v3.4,extracted,database,Legacy database record without row-level public DOI,Legacy compilation,2026,,,legacy literature-derived/project-internal source; no row-level DOI available,PB,polymer,,unknown,existing project typical literature-derived value; original script does not specify treatment,,unknown,,,,32,31,1,,,,project/default or same source when available,assumed_or_estimated,ethylene glycol,polar,48,29,19,29,1.92,47,16.1,2.28,37,standard literature values at approximately 20-25 C unless source reports otherwise,298.15,,1,80,static,sessile_drop,,,,,,unknown,,C_low,review,unassigned,,unclear_condition,2026-05-18,excluded_review,SRC023,unique_or_condition_distinct_keep
CA0062,v3.4,extracted,database,Legacy database record without row-level public DOI,Legacy compilation,2026,,,legacy literature-derived/project-internal source; no row-level DOI available,PIB,polymer,,unknown,existing project typical literature-derived value; original script does not specify treatment,,unknown,,,,32,31,1,,,,project/default or same source when available,assumed_or_estimated,ethylene glycol,polar,48,29,19,29,1.92,47,16.1,2.28,37,standard literature values at approximately 20-25 C unless source reports otherwise,298.15,,1,82,static,sessile_drop,,,,,,unknown,,C_low,review,unassigned,,unclear_condition,2026-05-18,excluded_review,SRC023,unique_or_condition_distinct_keep
CA0063,v3.4,extracted,database,Legacy database record without row-level public DOI,Legacy compilation,2026,,,legacy literature-derived/project-internal source; no row-level DOI available,BR,polymer,,unknown,existing project typical literature-derived value; original script does not specify treatment,,unknown,,,,31,30,1,,,,project/default or same source when available,assumed_or_estimated,ethylene glycol,polar,48,29,19,29,1.92,47,16.1,2.28,37,standard literature values at approximately 20-25 C unless source reports otherwise,298.15,,1,81,static,sessile_drop,,,,,,unknown,,C_low,review,unassigned,,unclear_condition,2026-05-18,excluded_review,SRC023,unique_or_condition_distinct_keep
CA0064,v3.4,extracted,database,Legacy database record without row-level public DOI,Legacy compilation,2026,,,legacy literature-derived/project-internal source; no row-level DOI available,PS,polymer,,unknown,existing project typical literature-derived value; original script does not specify treatment,,smooth,,,,35,32,3,,,,project/default or same source when available,assumed_or_estimated,diiodomethane,nonpolar,50.8,48.5,2.3,48.5,0,0,2.8,1,5.3,standard literature values at approximately 20-25 C unless source reports otherwise,298.15,,1,48,static,sessile_drop,,,,,,unknown,,C_low,review,unassigned,,unclear_condition,2026-05-18,excluded_review,SRC023,unique_or_condition_distinct_keep
